元シート,列車番号,駅順,駅名,発車,到着,方向,区間,発車_判定用,到着_判定用,発着チェック
〇【上】半蔵ｵｼ～ﾐｸﾘ,C727K,17,谷塚,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C727K,18,草加,,57.10,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,57.10,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C727K,19,獨協大学前,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C727K,20,新田,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C727K,21,蒲生,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C727K,22,新越谷,,51.10,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,51.10,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C727K,23,越谷,,48.20,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,48.20,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C727K,24,北越谷,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C727K,25,大袋,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C727K,26,せんげん台,,39   ,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,39,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C727K,27,武里,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C727K,28,一ノ割,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C727K,29,春日部,,32.30,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,32.30,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C727K,30,北春日部,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C727K,31,姫宮,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C727K,32,東武動物公園,,26.50,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,26.50,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C727K,33,杉戸高野台,,22.40,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,22.40,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C727K,34,幸手,,19.40,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,19.40,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C727K,35,南栗橋,,7.15.10,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,7.15.10,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,3,浅草,(中央林間),,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,(中央林間),,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,4,"とうきょう
スカイツリー",＝,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,＝,,異常
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,5,押上,8.13.15,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,8.13.15,,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,6,曳舟,07.10,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,07.10,,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,7,東向島,－,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,－,,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,8,鐘ヶ淵,－,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,－,,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,9,堀切,－,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,－,,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,10,牛田,－,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,－,,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,11,北千住,57.40,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,57.40,,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,12,小菅,－,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,－,,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,13,五反野,－,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,－,,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,14,梅島,－,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,－,,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,15,西新井,51.40,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,51.40,,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,16,竹ノ塚,－,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,－,,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,17,谷塚,－,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,－,,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,18,草加,45.40,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,45.40,,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,19,獨協大学前,－,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,－,,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,20,新田,－,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,－,,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,21,蒲生,－,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,－,,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,22,新越谷,40.10,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,40.10,,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,23,越谷,37.20,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,37.20,,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,24,北越谷,－,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,－,,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,25,大袋,－,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,－,,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,26,せんげん台,30   ,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,30,,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,27,武里,－,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,－,,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,28,一ノ割,－,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,－,,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,29,春日部,22.50,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,22.50,,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,30,北春日部,－,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,－,,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,31,姫宮,－,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,－,,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,32,東武動物公園,16.50,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,16.50,,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,33,杉戸高野台,12.30,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,12.30,,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,34,幸手,09.30,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,09.30,,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C776T,35,南栗橋,7.05   ,,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,7.05,,始発
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,3,浅草,,(中央林間),上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,(中央林間),終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,4,"とうきょう
スカイツリー",,＝,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,＝,異常
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,5,押上,,8.44.30,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,8.44.30,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,6,曳舟,,39.50,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,39.50,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,7,東向島,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,8,鐘ヶ淵,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,9,堀切,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,10,牛田,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,11,北千住,,31.10,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,31.10,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,12,小菅,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,13,五反野,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,14,梅島,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,15,西新井,,24.10,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,24.10,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,16,竹ノ塚,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,17,谷塚,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,18,草加,,18.10,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,18.10,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,19,獨協大学前,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,20,新田,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,21,蒲生,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,22,新越谷,,11.10,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,11.10,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,23,越谷,,08.20,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,08.20,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,24,北越谷,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,25,大袋,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,26,せんげん台,,8.00.20,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,8.00.20,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,27,武里,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,28,一ノ割,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,29,春日部,,54.40,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,54.40,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,30,北春日部,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,31,姫宮,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,32,東武動物公園,,49   ,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,49,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,33,杉戸高野台,,44.40,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,44.40,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,34,幸手,,41.40,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,41.40,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C778T,35,南栗橋,,7.37.10,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,7.37.10,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,3,浅草,,(中央林間),上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,(中央林間),終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,4,"とうきょう
スカイツリー",,＝,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,＝,異常
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,5,押上,,48.30,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,48.30,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,6,曳舟,,45.50,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,45.50,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,7,東向島,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,8,鐘ヶ淵,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,9,堀切,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,10,牛田,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,11,北千住,,39.10,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,39.10,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,12,小菅,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,13,五反野,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,14,梅島,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,15,西新井,,34.20,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,34.20,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,16,竹ノ塚,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,17,谷塚,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,18,草加,,28.50,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,28.50,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,19,獨協大学前,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,20,新田,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,21,蒲生,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,22,新越谷,,23.50,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,23.50,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,23,越谷,,21.20,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,21.20,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,24,北越谷,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,25,大袋,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,26,せんげん台,,14.10,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,14.10,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,27,武里,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,28,一ノ割,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,29,春日部,,09.10,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,09.10,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,30,北春日部,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,31,姫宮,,－,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,－,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,32,東武動物公園,,03.40,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,03.40,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,33,杉戸高野台,,59.40,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,59.40,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,34,幸手,,57.10,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,57.10,終着
〇【上】半蔵ｵｼ～ﾐｸﾘ,C963S,35,南栗橋,,9.52.50,上り,〇【上】半蔵ｵｼ～ﾐｸﾘ,,9.52.50,終着
〇【上】半蔵ｵｼ～ｸｷ,E1055S,3,浅草,(中央林間),,上り,〇【上】半蔵ｵｼ～ｸｷ,(中央林間),,始発
〇【上】半蔵ｵｼ～ｸｷ,E1055S,4,"とうきょう
スカイツリー",13.30.50,＝,上り,〇【上】半蔵ｵｼ～ｸｷ,13.30.50,＝,始発
〇【上】半蔵ｵｼ～ｸｷ,E1055S,5,押上,11.51.10,48.30,上り,〇【上】半蔵ｵｼ～ｸｷ,11.51.10,48.30,途中
〇【上】半蔵ｵｼ～ｸｷ,E1055S,6,曳舟,45.50,45.20,上り,〇【上】半蔵ｵｼ～ｸｷ,45.50,45.20,途中
〇【上】半蔵ｵｼ～ｸｷ,E1055S,7,東向島,43.40,－,上り,〇【上】半蔵ｵｼ～ｸｷ,43.40,－,途中
〇【上】半蔵ｵｼ～ｸｷ,E1055S,8,鐘ヶ淵,42.20,－,上り,〇【上】半蔵ｵｼ～ｸｷ,42.20,－,途中
〇【上】半蔵ｵｼ～ｸｷ,E1055S,9,堀切,41.10,－,上り,〇【上】半蔵ｵｼ～ｸｷ,41.10,－,途中
〇【上】半蔵ｵｼ～ｸｷ,E1055S,10,牛田,40.30,－,上り,〇【上】半蔵ｵｼ～ｸｷ,40.30,－,途中
〇【上】半蔵ｵｼ～ｸｷ,E1055S,11,北千住,39.10,38.20,上り,〇【上】半蔵ｵｼ～ｸｷ,39.10,38.20,途中
〇【上】半蔵ｵｼ～ｸｷ,E1055S,12,小菅,36.50,－,上り,〇【上】半蔵ｵｼ～ｸｷ,36.50,－,途中
〇【上】半蔵ｵｼ～ｸｷ,E1055S,13,五反野,36   ,－,上り,〇【上】半蔵ｵｼ～ｸｷ,36,－,途中
〇【上】半蔵ｵｼ～ｸｷ,E1055S,14,梅島,35   ,－,上り,〇【上】半蔵ｵｼ～ｸｷ,35,－,途中
〇【上】半蔵ｵｼ～ｸｷ,E1055S,15,西新井,34.10,33.40,上り,〇【上】半蔵ｵｼ～ｸｷ,34.10,33.40,途中
〇【上】半蔵ｵｼ～ｸｷ,E1055S,16,竹ノ塚,31.50,－,上り,〇【上】半蔵ｵｼ～ｸｷ,31.50,－,途中
〇【上】半蔵ｵｼ～ｸｷ,E1055S,17,谷塚,30.10,－,上り,〇【上】半蔵ｵｼ～ｸｷ,30.10,－,途中
〇【上】半蔵ｵｼ～ｸｷ,E1055S,18,草加,28.40,28.10,上り,〇【上】半蔵ｵｼ～ｸｷ,28.40,28.10,途中
〇【上】半蔵ｵｼ～ｸｷ,E1055S,19,獨協大学前,26.30,－,上り,〇【上】半蔵ｵｼ～ｸｷ,26.30,－,途中
〇【上】半蔵ｵｼ～ｸｷ,E1055S,20,新田,25.40,－,上り,〇【上】半蔵ｵｼ～ｸｷ,25.40,－,途中
〇【上】半蔵ｵｼ～ｸｷ,E1055S,21,蒲生,24.40,－,上り,〇【上】半蔵ｵｼ～ｸｷ,24.40,－,途中
〇【上】半蔵ｵｼ～ｸｷ,E1055S,22,新越谷,23.40,23   ,上り,〇【上】半蔵ｵｼ～ｸｷ,23.40,23,途中
〇【上】半蔵ｵｼ～ｸｷ,E1055S,23,越谷,21.10,18.40,上り,〇【上】半蔵ｵｼ～ｸｷ,21.10,18.40,途中
〇【上】半蔵ｵｼ～ｸｷ,E1055S,24,北越谷,16.50,－,上り,〇【上】半蔵ｵｼ～ｸｷ,16.50,－,途中
〇【上】半蔵ｵｼ～ｸｷ,E1055S,25,大袋,15.10,－,上り,〇【上】半蔵ｵｼ～ｸｷ,15.10,－,途中
〇【上】半蔵ｵｼ～ｸｷ,E1055S,26,せんげん台,14   ,13.30,上り,〇【上】半蔵ｵｼ～ｸｷ,14,13.30,途中
〇【上】半蔵ｵｼ～ｸｷ,E1055S,27,武里,12.10,－,上り,〇【上】半蔵ｵｼ～ｸｷ,12.10,－,途中
〇【上】半蔵ｵｼ～ｸｷ,E1055S,28,一ノ割,10.50,－,上り,〇【上】半蔵ｵｼ～ｸｷ,10.50,－,途中
〇【上】半蔵ｵｼ～ｸｷ,E1055S,29,春日部,09   ,08.10,上り,〇【上】半蔵ｵｼ～ｸｷ,09,08.10,途中
〇【上】半蔵ｵｼ～ｸｷ,E1055S,30,北春日部,06.40,－,上り,〇【上】半蔵ｵｼ～ｸｷ,06.40,－,途中
〇【上】半蔵ｵｼ～ｸｷ,E1055S,31,姫宮,05.30,－,上り,〇【上】半蔵ｵｼ～ｸｷ,05.30,－,途中
〇【上】半蔵ｵｼ～ｸｷ,E1055S,32,東武動物公園,03.10,11.01.10,上り,〇【上】半蔵ｵｼ～ｸｷ,03.10,11.01.10,途中
〇【上】半蔵ｵｼ～ｸｷ,E1055S,33,和戸,58.10,57.50,上り,〇【上】半蔵ｵｼ～ｸｷ,58.10,57.50,途中
〇【上】半蔵ｵｼ～ｸｷ,E1055S,34,久喜,10.54.20,,上り,〇【上】半蔵ｵｼ～ｸｷ,10.54.20,,始発
〇【上】半蔵ｵｼ～ｸｷ,E1160T,3,浅草,,(中央林間),上り,〇【上】半蔵ｵｼ～ｸｷ,,(中央林間),終着
〇【上】半蔵ｵｼ～ｸｷ,E1160T,4,"とうきょう
スカイツリー",＝,13.50.50,上り,〇【上】半蔵ｵｼ～ｸｷ,＝,13.50.50,終着
〇【上】半蔵ｵｼ～ｸｷ,E1160T,5,押上,08.30,12.11.10,上り,〇【上】半蔵ｵｼ～ｸｷ,08.30,12.11.10,途中
〇【上】半蔵ｵｼ～ｸｷ,E1160T,6,曳舟,05.20,05.50,上り,〇【上】半蔵ｵｼ～ｸｷ,05.20,05.50,途中
〇【上】半蔵ｵｼ～ｸｷ,E1160T,7,東向島,－,03.40,上り,〇【上】半蔵ｵｼ～ｸｷ,－,03.40,途中
〇【上】半蔵ｵｼ～ｸｷ,E1160T,8,鐘ヶ淵,－,02.20,上り,〇【上】半蔵ｵｼ～ｸｷ,－,02.20,途中
〇【上】半蔵ｵｼ～ｸｷ,E1160T,9,堀切,－,01.10,上り,〇【上】半蔵ｵｼ～ｸｷ,－,01.10,途中
〇【上】半蔵ｵｼ～ｸｷ,E1160T,10,牛田,－,12.00.30,上り,〇【上】半蔵ｵｼ～ｸｷ,－,12.00.30,途中
〇【上】半蔵ｵｼ～ｸｷ,E1160T,11,北千住,58.20,59.10,上り,〇【上】半蔵ｵｼ～ｸｷ,58.20,59.10,途中
〇【上】半蔵ｵｼ～ｸｷ,E1160T,12,小菅,－,56.50,上り,〇【上】半蔵ｵｼ～ｸｷ,－,56.50,途中
〇【上】半蔵ｵｼ～ｸｷ,E1160T,13,五反野,－,56   ,上り,〇【上】半蔵ｵｼ～ｸｷ,－,56,途中
〇【上】半蔵ｵｼ～ｸｷ,E1160T,14,梅島,－,55   ,上り,〇【上】半蔵ｵｼ～ｸｷ,－,55,途中
〇【上】半蔵ｵｼ～ｸｷ,E1160T,15,西新井,53.40,54.10,上り,〇【上】半蔵ｵｼ～ｸｷ,53.40,54.10,途中
〇【上】半蔵ｵｼ～ｸｷ,E1160T,16,竹ノ塚,－,51.50,上り,〇【上】半蔵ｵｼ～ｸｷ,－,51.50,途中
〇【上】半蔵ｵｼ～ｸｷ,E1160T,17,谷塚,－,50.10,上り,〇【上】半蔵ｵｼ～ｸｷ,－,50.10,途中
〇【上】半蔵ｵｼ～ｸｷ,E1160T,18,草加,48.10,48.40,上り,〇【上】半蔵ｵｼ～ｸｷ,48.10,48.40,途中
〇【上】半蔵ｵｼ～ｸｷ,E1160T,19,獨協大学前,－,46.30,上り,〇【上】半蔵ｵｼ～ｸｷ,－,46.30,途中
〇【上】半蔵ｵｼ～ｸｷ,E1160T,20,新田,－,45.40,上り,〇【上】半蔵ｵｼ～ｸｷ,－,45.40,途中
〇【上】半蔵ｵｼ～ｸｷ,E1160T,21,蒲生,－,44.40,上り,〇【上】半蔵ｵｼ～ｸｷ,－,44.40,途中
〇【上】半蔵ｵｼ～ｸｷ,E1160T,22,新越谷,43   ,43.40,上り,〇【上】半蔵ｵｼ～ｸｷ,43,43.40,途中
〇【上】半蔵ｵｼ～ｸｷ,E1160T,23,越谷,39.30,41.10,上り,〇【上】半蔵ｵｼ～ｸｷ,39.30,41.10,途中
〇【上】半蔵ｵｼ～ｸｷ,E1160T,24,北越谷,－,37.40,上り,〇【上】半蔵ｵｼ～ｸｷ,－,37.40,途中
〇【上】半蔵ｵｼ～ｸｷ,E1160T,25,大袋,－,36   ,上り,〇【上】半蔵ｵｼ～ｸｷ,－,36,途中
〇【上】半蔵ｵｼ～ｸｷ,E1160T,26,せんげん台,34.20,34.50,上り,〇【上】半蔵ｵｼ～ｸｷ,34.20,34.50,途中
〇【上】半蔵ｵｼ～ｸｷ,E1160T,27,武里,－,33   ,上り,〇【上】半蔵ｵｼ～ｸｷ,－,33,途中
〇【上】半蔵ｵｼ～ｸｷ,E1160T,28,一ノ割,－,31.40,上り,〇【上】半蔵ｵｼ～ｸｷ,－,31.40,途中
〇【上】半蔵ｵｼ～ｸｷ,E1160T,29,春日部,29.10,29.50,上り,〇【上】半蔵ｵｼ～ｸｷ,29.10,29.50,途中
